Title,Alternative Title,Description,Language,Creator,Publisher,Genre,Subject,Keyword,Date Issued,Temporal Coverage,Date Range,Solr Year,Spatial Coverage,Bounding Box,Type,Geometry Type,Format,Information,Download,MapServer,FeatureServer,ImageServer,Slug,Identifier,Provenance,Code,Is Part Of,Status,Accrual Method,Date Accessioned,Rights,Access Rights,Suppressed,Child
,Henry Vilas Zoo,The boundary of Vilas Zoo.,English,City of Madison Map Data,"City of Madison, Wisconsin",Geospatial data,,Zoo|CityofMadison|Wisconsin|COM:Parks|Neighborhoods&Property|Boundaries|DaneCounty,2017-02-06T20:18:05.000Z,,,,City of Madison,"-89.4120,43.0582,-89.4075,43.0614",Dataset|Service,Vector,Shapefile,https://data-cityofmadison.opendata.arcgis.com/datasets/5f8144bf76fe4dc38f1660cca27e2383_0,https://data-cityofmadison.opendata.arcgis.com/datasets/5f8144bf76fe4dc38f1660cca27e2383_0.zip,https://maps.cityofmadison.com/arcgis/rest/services/Public/OPEN_DATA_PARKS/MapServer/0,,,5f8144bf76fe4dc38f1660cca27e2383_0,https://hub.arcgis.com/datasets/5f8144bf76fe4dc38f1660cca27e2383_0,University of Wisconsin-Madison,10c-03,10c-03,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Bike Paths,"Bike Paths. Generally crushed stone within rural areas; paved in urban areas. Includes paths that can accommodate biking, but does not include pedestrian paths. This data layer is used by theDane County Bicycle MapandNeighborhood Development Plan Resource Viewerapplications.",English,City of Madison Map Data,"City of Madison, Wisconsin",Geospatial data,,BikePath|Transportation|CityofMadison|MPO|DaneCounty|Wisconsin|Biking|GreaterMadisonMPO|COM:GreaterMadisonMPO,2017-02-06T21:07:16.000Z,,,,City of Madison,"-89.8409,42.8444,-89.0033,43.2702",Dataset|Service,Vector,Shapefile,https://data-cityofmadison.opendata.arcgis.com/datasets/eea6d3fb4ca64f8199d9e1482ff45ae2_11,https://data-cityofmadison.opendata.arcgis.com/datasets/eea6d3fb4ca64f8199d9e1482ff45ae2_11.zip,https://maps.cityofmadison.com/arcgis/rest/services/Public/OPEN_DATA_TRANS/MapServer/11,,,eea6d3fb4ca64f8199d9e1482ff45ae2_11,https://hub.arcgis.com/datasets/eea6d3fb4ca64f8199d9e1482ff45ae2_11,University of Wisconsin-Madison,10c-03,10c-03,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Bike Share Stations,Bike Share Stations.This data layer is used by theDane County Bicycle Mapapplication.,English,City of Madison Map Data,"City of Madison, Wisconsin",Geospatial data,,BikeShare|Transportation|CityofMadison|MPO|DaneCounty|Wisconsin|Biking|Neighborhoods&Property|GreaterMadisonMPO|COM:GreaterMadisonMPO,2017-02-06T21:06:10.000Z,,,,City of Madison,"-89.4690,43.0472,-89.3301,43.1213",Dataset|Service,Vector,Shapefile,https://data-cityofmadison.opendata.arcgis.com/datasets/ce3fbee2fc894d3bbd2009be8247229a_9,https://data-cityofmadison.opendata.arcgis.com/datasets/ce3fbee2fc894d3bbd2009be8247229a_9.zip,https://maps.cityofmadison.com/arcgis/rest/services/Public/OPEN_DATA_TRANS/MapServer/9,,,ce3fbee2fc894d3bbd2009be8247229a_9,https://hub.arcgis.com/datasets/ce3fbee2fc894d3bbd2009be8247229a_9,University of Wisconsin-Madison,10c-03,10c-03,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Bike Boxes,Bike BoxesThis data layer is used by theDane County Bicycle Mapapplication.,English,City of Madison Map Data,"City of Madison, Wisconsin",Geospatial data,,BikeBox|Transportation|CityofMadison|MPO|DaneCounty|Wisconsin|Biking|CityFacilities&Infrastructure|GreaterMadisonMPO|COM:GreaterMadisonMPO,2017-02-06T21:03:56.000Z,,,,City of Madison,"-89.4141,43.0709,-89.3304,43.1201",Dataset|Service,Vector,Shapefile,https://data-cityofmadison.opendata.arcgis.com/datasets/325f7abb55a444648221062cadee401a_5,https://data-cityofmadison.opendata.arcgis.com/datasets/325f7abb55a444648221062cadee401a_5.zip,https://maps.cityofmadison.com/arcgis/rest/services/Public/OPEN_DATA_TRANS/MapServer/5,,,325f7abb55a444648221062cadee401a_5,https://hub.arcgis.com/datasets/325f7abb55a444648221062cadee401a_5,University of Wisconsin-Madison,10c-03,10c-03,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Transportation Planning Planned Centerlines,Planned Streets. To be used with RoadsCurrent to map planned on-street bike facilities.,English,City of Madison Map Data,"City of Madison, Wisconsin",Geospatial data,,MPO|MetropolitanPlanningOrganization|CityofMadison|DaneCounty|Wisconsin|WI|Planning|COM:MPO|Transportation|Biking|Bike|Bicyclists|Pedestrian|Roadways|FunctionalClassification|Trucks|Sidewalk|Lanes|SpeedLimit|GreaterMadisonMPO,2018-12-04T15:24:55.000Z,,,,City of Madison,"-89.7594,42.8620,-89.1668,43.2670",Dataset|Service,Vector,Shapefile,https://data-cityofmadison.opendata.arcgis.com/datasets/39f89b48eb2c43fda137094414214c94_24,https://data-cityofmadison.opendata.arcgis.com/datasets/39f89b48eb2c43fda137094414214c94_24.zip,https://maps.cityofmadison.com/arcgis/rest/services/Public/OPEN_DATA_TRANS/MapServer/24,,,39f89b48eb2c43fda137094414214c94_24,https://hub.arcgis.com/datasets/39f89b48eb2c43fda137094414214c94_24,University of Wisconsin-Madison,10c-03,10c-03,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Railroads,Railroads. Enhanced WDOT data set.,English,City of Madison Map Data,"City of Madison, Wisconsin",Geospatial data,,Transportation|CityofMadison|MPO|DaneCounty|Wisconsin|Railroads|GreaterMadisonMPO|COM:GreaterMadisonMPO,2017-02-06T21:23:48.000Z,,,,City of Madison,"-89.8357,42.8436,-89.0073,43.2942",Dataset|Service,Vector,Shapefile,https://data-cityofmadison.opendata.arcgis.com/datasets/ad5509c13d124e25900cb39e9b1019d2_15,https://data-cityofmadison.opendata.arcgis.com/datasets/ad5509c13d124e25900cb39e9b1019d2_15.zip,https://maps.cityofmadison.com/arcgis/rest/services/Public/OPEN_DATA_TRANS/MapServer/15,,,ad5509c13d124e25900cb39e9b1019d2_15,https://hub.arcgis.com/datasets/ad5509c13d124e25900cb39e9b1019d2_15,University of Wisconsin-Madison,10c-03,10c-03,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Bike Signals,Bike Signals.,English,City of Madison Map Data,"City of Madison, Wisconsin",Geospatial data,,BikeSignal|Transportation|CityofMadison|MPO|DaneCounty|Wisconsin|Biking|GreaterMadisonMPO|COM:GreaterMadisonMPO,2017-02-06T21:06:44.000Z,,,,City of Madison,"-89.4724,43.0679,-89.3163,43.0941",Dataset|Service,Vector,Shapefile,https://data-cityofmadison.opendata.arcgis.com/datasets/6dadf6dd69824bcb9c29ea639010ea53_10,https://data-cityofmadison.opendata.arcgis.com/datasets/6dadf6dd69824bcb9c29ea639010ea53_10.zip,https://maps.cityofmadison.com/arcgis/rest/services/Public/OPEN_DATA_TRANS/MapServer/10,,,6dadf6dd69824bcb9c29ea639010ea53_10,https://hub.arcgis.com/datasets/6dadf6dd69824bcb9c29ea639010ea53_10,University of Wisconsin-Madison,10c-03,10c-03,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Bike Hazards,Bike Hazard Locations.,English,City of Madison Map Data,"City of Madison, Wisconsin",Geospatial data,,BikeHazard|Transportation|CityofMadison|MPO|DaneCounty|Wisconsin|Biking|Health&PublicSafety|GreaterMadisonMPO|COM:GreaterMadisonMPO,2017-02-06T21:05:37.000Z,,,,City of Madison,"-89.7923,42.8585,-89.0558,43.2521",Dataset|Service,Vector,Shapefile,https://data-cityofmadison.opendata.arcgis.com/datasets/09c49692bfcf41ce88636414063c5663_8,https://data-cityofmadison.opendata.arcgis.com/datasets/09c49692bfcf41ce88636414063c5663_8.zip,https://maps.cityofmadison.com/arcgis/rest/services/Public/OPEN_DATA_TRANS/MapServer/8,,,09c49692bfcf41ce88636414063c5663_8,https://hub.arcgis.com/datasets/09c49692bfcf41ce88636414063c5663_8,University of Wisconsin-Madison,10c-03,10c-03,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Sidewalk,"Sidewalk and Pedestrian Facilities. Includes sidewalks, crosswalks, and other walkways. Features are coded for disabled access. ",English,City of Madison Map Data,"City of Madison, Wisconsin",Geospatial data,,Sidewalk|Transportation|CityofMadison|MPO|DaneCounty|Wisconsin|Walk|Pedestrian|Crosswalk|GreaterMadisonMPO|COM:GreaterMadisonMPO,2019-11-22T14:50:23.000Z,,,,City of Madison,"-89.8331,42.8425,-89.0076,43.2994",Dataset|Service,Vector,Shapefile,https://data-cityofmadison.opendata.arcgis.com/datasets/c42127e408f24ec3ae8fd638fb3b9dcd_42,https://data-cityofmadison.opendata.arcgis.com/datasets/c42127e408f24ec3ae8fd638fb3b9dcd_42.zip,https://maps.cityofmadison.com/arcgis/rest/services/Public/OPEN_DATA_TRANS/MapServer/42,,,c42127e408f24ec3ae8fd638fb3b9dcd_42,https://hub.arcgis.com/datasets/c42127e408f24ec3ae8fd638fb3b9dcd_42,University of Wisconsin-Madison,10c-03,10c-03,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Street Centerlines and Pavement Data,"Codes for attribute table:Pavement & Curb Rating10-9	Excellent8	Very Good7-6	Good5-4	Fair3-1	Poor0/Null	Not Rated/Not builtFunctional Class1	Principal Arterial2	Primary Arterial3	Standard Arterial4	Collector5	Local Street6	Ramp7	Alley8	Not Used9	Private Street0	Not ConstructedSurface Type35	Gravel40	Seal Coat60	Asphalt over Concrete65	Hot Mix (overlay) on Asphalt70	Hot Mix Asphalt75	Concrete CurbGutter & Sidewalk0	None1	Left Side2	Right Side3	Both SideOne-way (one-way street)0	Not a one-way str1	One-way in opposite way digitized (Address high to low)2	One-way in direction digitized (Address low to high)Shoulder_type0	None1	Grass2	Gravel3	PavedCurb_type0	None1	Standard2	Mountable",English,City of Madison Map Data,"City of Madison, Wisconsin",Geospatial data,,StreetCenterlines|PublicWorks|CityofMadison|Wisconsin|COM:Engineering|CityFacilities&Infrastructure|Transportation|Boundaries,2017-02-06T20:23:39.000Z,,,,City of Madison,"-89.6365,42.9313,-89.1606,43.2350",Dataset|Service,Vector,Shapefile,https://data-cityofmadison.opendata.arcgis.com/datasets/55a0bff60c3b475893c6f483dd53cd40_1,https://data-cityofmadison.opendata.arcgis.com/datasets/55a0bff60c3b475893c6f483dd53cd40_1.zip,https://maps.cityofmadison.com/arcgis/rest/services/Public/OPEN_DATA_ENGR/MapServer/1,,,55a0bff60c3b475893c6f483dd53cd40_1,https://hub.arcgis.com/datasets/55a0bff60c3b475893c6f483dd53cd40_1,University of Wisconsin-Madison,10c-03,10c-03,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Lands Acquired For ROW Text,The different classifications of the lands acquired for row lines on the official map are as follows:Text: describes each land that was acquired for Row including location.Text_rotation: describes orientation in degrees.Shape: describes the shape of the lands acquired for row lines area.,English,City of Madison Map Data,"City of Madison, Wisconsin",Geospatial data,,LandsAcquiredForROWText|CityofMadison|Wisconsin|COM:Engineering|Neighborhoods&Property,2017-08-21T15:24:30.000Z,,,,City of Madison,"-89.5960,42.9991,-89.2419,43.1920",Dataset|Service,Vector,Shapefile,https://data-cityofmadison.opendata.arcgis.com/datasets/5ef3ee08965d4e019716ebfffffebfbf_35,https://data-cityofmadison.opendata.arcgis.com/datasets/5ef3ee08965d4e019716ebfffffebfbf_35.zip,https://maps.cityofmadison.com/arcgis/rest/services/Public/OPEN_DATA_ENGR2/MapServer/35,,,5ef3ee08965d4e019716ebfffffebfbf_35,https://hub.arcgis.com/datasets/5ef3ee08965d4e019716ebfffffebfbf_35,University of Wisconsin-Madison,10c-03,10c-03,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Metro Transit Ridership by Route Weekday,"Metro Transit ridership by route weekday. Caution should be used with this data. Daily bus stop boardings were estimated using a 12-day sample of weekday farebox records and AVL logs, and the GTFS file, from March 2015 from Metro Transit. Ridership estimates exclude supplemental schoolday routes and paratransit service. Caution should be exercised when attempting to compare data from individual stops; ridership data should be considered in the context of the system as a whole. Bus stops were assigned to each boarding event given the estimated location of the bus at the time of the farebox transaction. This data layer is used by theMetro Transit Weekday Estimated Boardingsapplication.",English,City of Madison Map Data,"City of Madison, Wisconsin",Geospatial data,,TransitRidership|Weekday|Route|Transportation|CityofMadison|MPO|DaneCounty|Wisconsin|MetroTransit|GreaterMadisonMPO|COM:GreaterMadisonMPO,2017-08-15T13:46:35.000Z,,,,City of Madison,"-89.5642,42.9876,-89.2449,43.1763",Dataset|Service,Vector,Shapefile,https://data-cityofmadison.opendata.arcgis.com/datasets/5815e94a364c408ea51d09c81329e57b_25,https://data-cityofmadison.opendata.arcgis.com/datasets/5815e94a364c408ea51d09c81329e57b_25.zip,https://maps.cityofmadison.com/arcgis/rest/services/Public/OPEN_DATA_TRANS/MapServer/25,,,5815e94a364c408ea51d09c81329e57b_25,https://hub.arcgis.com/datasets/5815e94a364c408ea51d09c81329e57b_25,University of Wisconsin-Madison,10c-03,10c-03,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Neighborhood Associations,Location of City of Madison Neighborhood Associations. Boundaries are self reported and not determined by the City of Madison. This data layer is used by theCity of Madison Neighborhood AssociationsandDevelopment Informationapplications.,English,City of Madison Map Data,"City of Madison, Wisconsin",Geospatial data,,CityofMadison|Wisconsin|NeighborhoodAssociations|Boundaries|Neighborhoods&Property,2017-02-06T19:55:30.000Z,,,,City of Madison,"-89.5715,43.0013,-89.2468,43.1621",Dataset|Service,Vector,Shapefile,https://data-cityofmadison.opendata.arcgis.com/datasets/66e4a6a80ae64865a81bc8d4464a6417_12,https://data-cityofmadison.opendata.arcgis.com/datasets/66e4a6a80ae64865a81bc8d4464a6417_12.zip,https://maps.cityofmadison.com/arcgis/rest/services/Public/OPEN_DATA/MapServer/12,,,66e4a6a80ae64865a81bc8d4464a6417_12,https://hub.arcgis.com/datasets/66e4a6a80ae64865a81bc8d4464a6417_12,University of Wisconsin-Madison,10c-03,10c-03,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Park and Ride Locations,"Park and Ride Locations. Planned indicates locations that are in general areas of priority, but which have NOT had formal discussions or agreements as part of a WisDOT improvement project. This data layer is used by theDane County Bicycle Mapapplication.",English,City of Madison Map Data,"City of Madison, Wisconsin",Geospatial data,,ParkandRide|Transportation|CityofMadison|MPO|DaneCounty|Wisconsin|Parking|MetroTransit|GreaterMadisonMPO|COM:GreaterMadisonMPO,2017-08-15T13:51:28.000Z,,,,City of Madison,"-89.7717,42.8622,-89.0700,43.2625",Dataset|Service,Vector,Shapefile,https://data-cityofmadison.opendata.arcgis.com/datasets/d7e009236325402b88b50caf6eaf422b_29,https://data-cityofmadison.opendata.arcgis.com/datasets/d7e009236325402b88b50caf6eaf422b_29.zip,https://maps.cityofmadison.com/arcgis/rest/services/Public/OPEN_DATA_TRANS/MapServer/29,,,d7e009236325402b88b50caf6eaf422b_29,https://hub.arcgis.com/datasets/d7e009236325402b88b50caf6eaf422b_29,University of Wisconsin-Madison,10c-03,10c-03,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Metro Transit Bus Route Patterns,Metro Transit Bus Routes (individual feature for each route pattern). Developed from GTFS.,English,City of Madison Map Data,"City of Madison, Wisconsin",Geospatial data,,BusRoutePattern|Transportation|CityofMadison|MPO|DaneCounty|Wisconsin|MetroTransit|GreaterMadisonMPO|COM:GreaterMadisonMPO,2017-02-06T21:27:17.000Z,,,,City of Madison,"-89.5646,42.9872,-89.2449,43.1769",Dataset|Service,Vector,Shapefile,https://data-cityofmadison.opendata.arcgis.com/datasets/d4f7f9cfb1ef4ade915a61dc22c6e979_19,https://data-cityofmadison.opendata.arcgis.com/datasets/d4f7f9cfb1ef4ade915a61dc22c6e979_19.zip,https://maps.cityofmadison.com/arcgis/rest/services/Public/OPEN_DATA_TRANS/MapServer/19,,,d4f7f9cfb1ef4ade915a61dc22c6e979_19,https://hub.arcgis.com/datasets/d4f7f9cfb1ef4ade915a61dc22c6e979_19,University of Wisconsin-Madison,10c-03,10c-03,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Storm Sewer Easement Text,The different classifications of the storm sewer easement text are as follows:Text: describes each storm sewer easement text on the official map.Text_rotation: describes the orientation in degrees.Shape: describes the shape of the storm sewer easement text on the official map.,English,City of Madison Map Data,"City of Madison, Wisconsin",Geospatial data,,StormSewerEasementText|CityofMadison|Wisconsin|COM:Engineering|Neighborhoods&Property,2017-08-21T15:18:01.000Z,,,,City of Madison,"-89.5786,43.0009,-89.2087,43.1916",Dataset|Service,Vector,Shapefile,https://data-cityofmadison.opendata.arcgis.com/datasets/d52bc4b1812b4a70b86229ee245a8845_29,https://data-cityofmadison.opendata.arcgis.com/datasets/d52bc4b1812b4a70b86229ee245a8845_29.zip,https://maps.cityofmadison.com/arcgis/rest/services/Public/OPEN_DATA_ENGR2/MapServer/29,,,d52bc4b1812b4a70b86229ee245a8845_29,https://hub.arcgis.com/datasets/d52bc4b1812b4a70b86229ee245a8845_29,University of Wisconsin-Madison,10c-03,10c-03,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Bike Bridges,"Existing and Planned Bicycle Bridge, Overpass, or Underpass. This data layer is used by theDane County Bicycle MapandNeighborhood Development Plan Resource Viewerapplications.",English,City of Madison Map Data,"City of Madison, Wisconsin",Geospatial data,,BikeBridge|Transportation|CityofMadison|MPO|DaneCounty|Wisconsin|Biking|Projects&Plans|CityFacilities&Infrastructure|GreaterMadisonMPO|COM:GreaterMadisonMPO,2017-02-06T21:04:29.000Z,,,,City of Madison,"-89.8084,42.8599,-89.0195,43.2645",Dataset|Service,Vector,Shapefile,https://data-cityofmadison.opendata.arcgis.com/datasets/d06fe66e15234188beb86b859c8a23cd_6,https://data-cityofmadison.opendata.arcgis.com/datasets/d06fe66e15234188beb86b859c8a23cd_6.zip,https://maps.cityofmadison.com/arcgis/rest/services/Public/OPEN_DATA_TRANS/MapServer/6,,,d06fe66e15234188beb86b859c8a23cd_6,https://hub.arcgis.com/datasets/d06fe66e15234188beb86b859c8a23cd_6,University of Wisconsin-Madison,10c-03,10c-03,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Metered Parking Locations,City of Madison On-Street Metered parking locations by block face.,English,City of Madison Map Data,"City of Madison, Wisconsin",Geospatial data,,StreetMeteredParking|CityofMadison|Wisconsin|COM:ParkingUtility|CityFacilities&Infrastructure|Transportation|Parking,2017-08-23T15:12:06.000Z,,,,City of Madison,"-89.4186,43.0639,-89.3531,43.0925",Dataset|Service,Vector,Shapefile,https://data-cityofmadison.opendata.arcgis.com/datasets/e61ee40ff4444d998b78e8907c020632_18,https://data-cityofmadison.opendata.arcgis.com/datasets/e61ee40ff4444d998b78e8907c020632_18.zip,https://maps.cityofmadison.com/arcgis/rest/services/Public/OPEN_DATA_TE/MapServer/18,,,e61ee40ff4444d998b78e8907c020632_18,https://hub.arcgis.com/datasets/e61ee40ff4444d998b78e8907c020632_18,University of Wisconsin-Madison,10c-03,10c-03,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Polling Places,City of Madison Polling Places.,English,City of Madison Map Data,"City of Madison, Wisconsin",Geospatial data,,PollingPlaces|CityofMadison|Wisconsin|COM:CityClerk|EffectiveGovernment|Elections|Neighborhoods&Property,2017-02-06T19:49:20.000Z,,,,City of Madison,"-89.5619,43.0095,-89.2637,43.1603",Dataset|Service,Vector,Shapefile,https://data-cityofmadison.opendata.arcgis.com/datasets/1b4a7d2e3cd94218a28d4ed8ee91d225_4,https://data-cityofmadison.opendata.arcgis.com/datasets/1b4a7d2e3cd94218a28d4ed8ee91d225_4.zip,https://maps.cityofmadison.com/arcgis/rest/services/Public/OPEN_DATA/MapServer/4,,,1b4a7d2e3cd94218a28d4ed8ee91d225_4,https://hub.arcgis.com/datasets/1b4a7d2e3cd94218a28d4ed8ee91d225_4,University of Wisconsin-Madison,10c-03,10c-03,Active,ArcGIS Hub,,Public,,FALSE,FALSE
